priority,use,topics,dewlab_tutorials,channel,title,note,minutes,format,url,nebula_url,views,video_id
A,companion,programming practice; logic,choosing-a-path; untangling-a-condition,Stand-up Maths,Leap Years: we can do better,Leap years: the nested rule behind every leap-year function,12.3,explainer,https://www.youtube.com/watch?v=qkt_wmRKYNQ,,982000,qkt_wmRKYNQ
A,build seed,queues & traffic; simulation,when-a-queue-never-clears,Mats Vermeeren,"Waves, not cars - modelling traffic as a fluid",Modelling traffic as a fluid: jams as waves,18.7,explainer,https://www.youtube.com/watch?v=uv_pr-U6UTQ,,1800,uv_pr-U6UTQ
A,build seed,queues & traffic; simulation; algorithms & complexity,when-a-queue-never-clears,Spanning Tree,The Science Behind Elevators,The science behind elevators: scheduling and waiting,4.5,explainer,https://www.youtube.com/watch?v=xOayymoIl8U,,337000,xOayymoIl8U
A,companion,queues & traffic; probability,when-a-queue-never-clears,engineerguy,Why the other line is likely to move faster,Why the other line is likely to move faster (3 min),3.7,explainer,https://www.youtube.com/watch?v=F5Ri_HhziI0,,1200000,F5Ri_HhziI0
A,companion,recursion & fractals,a-function-that-calls-itself; finding-everything-inside-a-folder,Reducible,5 Simple Steps for Solving Any Recursive Problem,Five steps for solving any recursive problem,21.1,explainer,https://www.youtube.com/watch?v=ngCos392W4w,,1500000,ngCos392W4w
A,companion,recursion & fractals,a-function-that-calls-itself,Reducible,Towers of Hanoi: A Complete Recursive Visualization,Towers of Hanoi: a complete recursive visualisation,21.2,explainer,https://www.youtube.com/watch?v=rf6uf3jNjbo,,668000,rf6uf3jNjbo
A,companion,searching & lookup; programming practice,looking-things-up-by-name,SimonDev,"Hash Tables, Associative Arrays, and Dictionaries (Data Structures and Optimization)",Hash tables and dictionaries: how a Python dict finds things,12.8,coding project,https://www.youtube.com/watch?v=S5NY1fqisSY,,123000,S5NY1fqisSY
A,companion,sets; logic,collections-without-repeats; venn-diagrams,Up and Atom,Russell's Paradox - A Ripple in the Foundations of Mathematics,Russell's paradox,14.2,explainer,https://www.youtube.com/watch?v=xauCQpnbNAM,https://nebula.tv/videos/upandatom-russell-s-paradox-a-ripple-in-the-foundations-of-mathematics/,1400000,xauCQpnbNAM
A,build seed,simulation; exponentials & logarithms,doubling-and-halving; drawing-a-rule,Mats Vermeeren,Iterations part 1: modelling a population of butterflies,Iterations part 1: modelling a butterfly population with a repeated rule,9.1,explainer,https://www.youtube.com/watch?v=d6LwxNaT34Q,,664,d6LwxNaT34Q
A,build seed,simulation; programming practice,drawing-frames-with-javascript; a-ball-in-orbit,MinuteLabs.io,Let’s Build a Physics Simulation (PONG: Part 1),"Let's build a physics simulation (Pong part 1), in JavaScript",41.5,coding project,https://www.youtube.com/watch?v=gNA6HKRWAI0,,10000,gNA6HKRWAI0
A,build seed,simulation; probability,how-likely-is-it; project-ideas,Primer,Simulating Natural Selection,Simulating natural selection: the channel's signature blob simulation,10.0,explainer,https://www.youtube.com/watch?v=0ZGbIKd0XrM,,15000000,0ZGbIKd0XrM
A,build seed,simulation,how-likely-is-it; project-ideas,Sebastian Lague,Complex Behaviour from Simple Rules: 3 Simulations,Complex behaviour from simple rules: three short simulations,10.9,coding project,https://www.youtube.com/watch?v=kzwT3wQWAHE,https://nebula.tv/videos/sebastianlague-complex-behaviour-from-simple-rules-3-simulations/,400000,kzwT3wQWAHE
A,build seed,simulation; exponentials & logarithms,doing-it-again; drawing-a-rule,Veritasium,This equation will change how you see the world (the logistic map),The logistic map: one simple rule iterated into chaos,18.6,explainer,https://www.youtube.com/watch?v=ovJcsL7vyrk,,17000000,ovJcsL7vyrk
A,build seed,simulation,comprehensions-and-grids; project-ideas,Veritasium,You've (Likely) Been Playing The Game Of Life Wrong,You've likely been playing the Game of Life wrong,45.2,explainer,https://www.youtube.com/watch?v=HBluLfX2F_k,,10000000,HBluLfX2F_k
A,build seed,simulation,comprehensions-and-grids; project-ideas,argonaut,Cellular Automata: Life from Simple Rules,Cellular automata: life from simple rules (7 min),7.0,coding project,https://www.youtube.com/watch?v=wbPgoZ2d0Nw,,26000,wbPgoZ2d0Nw
A,companion,sorting,putting-things-in-order; racing-the-sorts,Polylog,The Simplest Sorting Algorithm (You’ve Never Heard Of),"The simplest sorting algorithm you've never heard of (4 min); looks wrong, works",4.3,explainer,https://www.youtube.com/watch?v=_W0yUJlscRA,,133000,_W0yUJlscRA
A,companion,sorting; algorithms & complexity,putting-things-in-order; racing-the-sorts,Stand-up Maths,The sorting algorithm that shouldn’t.,The sorting algorithm that shouldn't work (but does),19.8,explainer,https://www.youtube.com/watch?v=ixXOUeBOPJw,,2300000,ixXOUeBOPJw
A,companion,statistics & data; probability,what-is-typical; making-sense-of-data; how-likely-is-it,3Blue1Brown,But what is the Central Limit Theorem?,Central Limit Theorem with dice sums; easy to reproduce as a simulation cell,31.2,explainer,https://www.youtube.com/watch?v=zeJD6dqJ5lo,,4500000,zeJD6dqJ5lo
A,companion,statistics & data,pictures-worth-numbers; kinds-of-data-and-honest-charts,Answer in Progress,Can you read graphs? Because I can't.,Can you read graphs? Because I can't,8.2,investigation,https://www.youtube.com/watch?v=vbDObzI-CTc,,234000,vbDObzI-CTc
A,companion,statistics & data,pictures-worth-numbers,CrashCourse,Charts Are Like Pasta - Data Visualization Part 1: Crash Course Statistics #5,"Statistics 5: charts are like pasta, data visualisation part 1",10.4,lesson series,https://www.youtube.com/watch?v=hEWY6kkBdpo,,512000,hEWY6kkBdpo
A,companion,statistics & data,kinds-of-data-and-honest-charts,CrashCourse,Correlation Doesn't Equal Causation: Crash Course Statistics #8,Statistics 8: correlation doesn't equal causation,12.3,lesson series,https://www.youtube.com/watch?v=GtV-VYdNt_g,,569000,GtV-VYdNt_g
A,companion,statistics & data,kinds-of-data-and-honest-charts; pictures-worth-numbers,CrashCourse,Data & Infographics: Crash Course Navigating Digital Information #8,Navigating Digital Information 8: data and infographics,13.0,lesson series,https://www.youtube.com/watch?v=OiND50qfCek,,246000,OiND50qfCek
A,companion,statistics & data,what-is-typical,CrashCourse,"Mean, Median, and Mode: Measures of Central Tendency: Crash Course Statistics #3","Statistics 3: mean, median and mode",11.4,lesson series,https://www.youtube.com/watch?v=kn83BA7cRNM,,1200000,kn83BA7cRNM
A,companion,statistics & data,what-is-typical; making-sense-of-data,CrashCourse,Measures of Spread: Crash Course Statistics #4,Statistics 4: measures of spread,11.8,lesson series,https://www.youtube.com/watch?v=R4yfNi_8Kqw,,755000,R4yfNi_8Kqw
A,companion,statistics & data,pictures-worth-numbers; kinds-of-data-and-honest-charts,CrashCourse,"Plots, Outliers, and Justin Timberlake: Data Visualization Part 2: Crash Course Statistics #6","Statistics 6: plots and outliers, data visualisation part 2",11.6,lesson series,https://www.youtube.com/watch?v=HMkllhBI91Y,,348000,HMkllhBI91Y
A,companion,statistics & data,making-sense-of-data,CrashCourse,The Shape of Data: Distributions: Crash Course Statistics #7,"Statistics 7: the shape of data, distributions",11.4,lesson series,https://www.youtube.com/watch?v=bPFNxD3Yg6U,,657000,bPFNxD3Yg6U
A,companion,statistics & data,making-sense-of-data,CrashCourse,What Is Statistics: Crash Course Statistics #1,Statistics 1: what is statistics,13.0,lesson series,https://www.youtube.com/watch?v=sxQaBpKfDRk,,2200000,sxQaBpKfDRk
A,companion,statistics & data,pictures-worth-numbers; charting-a-querys-result,Gapminder Foundation,200 years that changed the world (with Hans Rosling),200 years that changed the world: the famous moving bubble chart (4 min),4.6,data story,https://www.youtube.com/watch?v=BPt8ElTQMIg,,620000,BPt8ElTQMIg
A,companion,statistics & data,making-sense-of-data; pictures-worth-numbers,Gapminder Foundation,DON'T PANIC — Hans Rosling showing the facts about population,Don't Panic: Hans Rosling showing the facts about population (58 min),58.9,data story,https://www.youtube.com/watch?v=FACK2knC08E,,3200000,FACK2knC08E
A,companion,statistics & data; probability,making-sense-of-data; how-likely-is-it,Physics for the Birds,The Statistics of Microwave Popcorn,The statistics of microwave popcorn,12.1,explainer,https://www.youtube.com/watch?v=oeyW9x7r2Xw,,801000,oeyW9x7r2Xw
A,companion,statistics & data,what-is-typical,Stand-up Maths,Does The Average Person Exist?,Does the average person exist?,12.6,explainer,https://www.youtube.com/watch?v=NbiveCNBOxk,,295000,NbiveCNBOxk
A,companion,statistics & data; probability,how-likely-is-it; chances-that-combine,Stand-up Maths,How lucky is too lucky?: The Minecraft Speedrunning Dream Controversy Explained,How lucky is too lucky? The Minecraft speedrun controversy,39.8,explainer,https://www.youtube.com/watch?v=8Ko3TdPy0TU,,8200000,8Ko3TdPy0TU
A,companion,statistics & data,making-sense-of-data,Stand-up Maths,How to detect bank fraud with maths,How to detect bank fraud with maths (Benford),12.3,explainer,https://www.youtube.com/watch?v=Kpl3BGYtY7g,,189000,Kpl3BGYtY7g
A,companion,statistics & data; probability,making-sense-of-data,Stand-up Maths,How to estimate a population using statisticians,Estimating a population with capture-recapture,14.6,explainer,https://www.youtube.com/watch?v=MTmnVBJ9gCI,,158000,MTmnVBJ9gCI
A,companion,statistics & data; calculus,kinds-of-data-and-honest-charts; rates-of-change,Stand-up Maths,Is Mr Beast Cheating His Progress Bars?,Is MrBeast cheating his progress bars? Honest and dishonest progress,22.8,explainer,https://www.youtube.com/watch?v=uc0OU1yJD-c,,898000,uc0OU1yJD-c
A,companion,statistics & data,making-sense-of-data; what-is-typical; pictures-worth-numbers,Stand-up Maths,The Datasaurus Dozen,"The Datasaurus Dozen: same statistics, different pictures",8.3,explainer,https://www.youtube.com/watch?v=iwzzv1biHv8,,137000,iwzzv1biHv8
A,companion,statistics & data,kinds-of-data-and-honest-charts; pictures-worth-numbers,Stand-up Maths,UK Election charts are a nightmare,UK election charts are a nightmare,28.3,explainer,https://www.youtube.com/watch?v=zDLxgEquxA0,,413000,zDLxgEquxA0
A,companion,statistics & data,making-sense-of-data,Stand-up Maths,Why do Biden's votes not follow Benford's Law?,Benford's law and election data,17.8,explainer,https://www.youtube.com/watch?v=etx0k1nLn78,,3600000,etx0k1nLn78
A,companion,statistics & data,making-sense-of-data,Veritasium,Why is this number everywhere?,Benford's law: why this number is everywhere,23.9,explainer,https://www.youtube.com/watch?v=d6iQrh2TK98,,12000000,d6iQrh2TK98
A,companion,statistics & data,making-sense-of-data; working-with-tables,minutephysics,Are University Admissions Biased? | Simpson's Paradox Part 2,Are university admissions biased? Simpson's paradox part 2,3.6,explainer,https://www.youtube.com/watch?v=E_ME4P9fQbo,,623000,E_ME4P9fQbo
A,companion,statistics & data,making-sense-of-data; kinds-of-data-and-honest-charts,minutephysics,Simpson's Paradox,Simpson's paradox (4 min),4.7,explainer,https://www.youtube.com/watch?v=ebEkn-BiW5k,,3900000,ebEkn-BiW5k
A,companion,statistics & data,pictures-worth-numbers; kinds-of-data-and-honest-charts,minutephysics,The Chart Missing From ALL Spreadsheet Software,The chart missing from all spreadsheet software (3 min),3.5,explainer,https://www.youtube.com/watch?v=5zBg9pH_6bE,,282000,5zBg9pH_6bE
A,companion,trigonometry & waves; history,the-unit-circle; solving-triangles,Ellie Sleightholm,Where Trigonometry Really Comes From,Where trigonometry really comes from,12.9,explainer,https://www.youtube.com/watch?v=bkvyu5mxVdY,,67000,bkvyu5mxVdY
A,companion,trigonometry & waves; compression & error correction,waves,Sebastian Lague,Coding Adventure: Sound (and the Fourier Transform),"Sound and the Fourier transform, coded from scratch",43.5,coding project,https://www.youtube.com/watch?v=iA6wRgwl7k0,https://nebula.tv/videos/sebastianlague-coding-adventure-sound-and-the-fourier-transform/,710000,iA6wRgwl7k0
A,companion,trigonometry & waves; numerical methods,the-unit-circle; solving-by-computing,SimonDev,So how does your computer ACTUALLY compute sine? Basics of trig and more…,How your computer computes sine (7 min),7.7,coding project,https://www.youtube.com/watch?v=kkMt4lrJzs8,,331000,kkMt4lrJzs8
A,companion,trigonometry & waves; history,waves; sine-and-cosine-waves,engineerguy,(1/4) Intro/History: Introducing a 100-year-old mechanical computer,Harmonic analyser 1: a 100-year-old mechanical computer,3.6,explainer,https://www.youtube.com/watch?v=NAsM30MAHLg,,474000,NAsM30MAHLg
A,companion,trigonometry & waves,waves; sine-and-cosine-waves,engineerguy,"(2/4) Synthesis: A machine that uses gears, springs and levers to add sines and cosines",Harmonic analyser 2: a machine that adds sines and cosines,5.7,explainer,https://www.youtube.com/watch?v=8KmVDxkia_w,,433000,8KmVDxkia_w
B,companion,3D graphics; matrices & vectors,turning-a-cube,3Blue1Brown,"Quaternions and 3d rotation, explained interactively","Quaternions and 3D rotation, interactive companion",6.0,explainer,https://www.youtube.com/watch?v=zjMuIxRvygQ,,1500000,zjMuIxRvygQ
B,companion,3D graphics,a-point-on-the-screen,Branch Education,How does Ray Tracing Work in Video Games and Movies?,How ray tracing works in games and films,29.4,explainer,https://www.youtube.com/watch?v=iOlehM5kNSk,,1500000,iOlehM5kNSk
B,companion,3D graphics,a-point-on-the-screen,Josh's Channel,How Ray Tracing (Modern CGI) Works And How To Do It 600x Faster,How ray tracing works,32.1,explainer,https://www.youtube.com/watch?v=gsZiJeaMO48,,634000,gsZiJeaMO48
B,companion,3D graphics; geometry,how-far-apart,Sebastian Lague,Coding Adventure: Ray Marching,Ray marching with distance functions (5 min),5.1,coding project,https://www.youtube.com/watch?v=Cp5WWtMoeKg,https://nebula.tv/videos/sebastianlague-coding-adventure-ray-marching/,1200000,Cp5WWtMoeKg
B,companion,3D graphics; geometry,a-point-on-the-screen,Sebastian Lague,Coding Adventure: Ray Tracing,Ray tracing from first principles,38.0,coding project,https://www.youtube.com/watch?v=Qz0KTGYJtUk,https://nebula.tv/videos/sebastianlague-coding-adventure-ray-tracing/,1500000,Qz0KTGYJtUk
B,companion,3D graphics; matrices & vectors; games & puzzles,turning-a-cube,Sebastian Lague,Coding Adventure: Rubik's Cube,Rubik's cube: rotations and a solver,24.4,coding project,https://www.youtube.com/watch?v=fy0HRViXZnE,https://nebula.tv/videos/sebastianlague-coding-adventure-solving-the-rubiks-cube/,349000,fy0HRViXZnE
B,companion,3D graphics; programming practice,a-cube-on-a-canvas; drawing-frames-with-javascript,Sebastian Lague,I Tried Coding my own Graphics Library,Coding his own graphics library,27.5,coding project,https://www.youtube.com/watch?v=_JGMgpyCTsY,https://nebula.tv/videos/sebastianlague-i-tried-coding-my-own-graphics-library/,424000,_JGMgpyCTsY
B,companion,3D graphics; programming practice,a-ball-in-orbit; drawing-frames-with-javascript,SimonDev,Building a Simple First Person Camera,Building a simple first-person camera,9.2,coding project,https://www.youtube.com/watch?v=oqKzxPMLWxo,,64000,oqKzxPMLWxo
B,companion,3D graphics; programming practice,a-cube-on-a-canvas,SimonDev,I Made a 3D Engine in 1 Day (WebGL/JavaScript),A 3D engine in a day (WebGL),15.1,coding project,https://www.youtube.com/watch?v=Ms1vvo45Wi8,,89000,Ms1vvo45Wi8
B,companion,3D graphics; geometry,how-far-apart,SimonDev,"Ray Marching, and making 3D Worlds with Math",Ray marching: 3D worlds from distance functions,6.5,coding project,https://www.youtube.com/watch?v=BNZtUB7yhX4,,312000,BNZtUB7yhX4
B,companion,3D graphics,a-point-on-the-screen; the-fourth-number,SimonDev,Three.js Cameras Explained | Tutorial for Beginners! (JavaScript),Three.js cameras explained: perspective vs orthographic,8.2,coding project,https://www.youtube.com/watch?v=FwcXultcBl4,,43000,FwcXultcBl4
B,companion,3D graphics,a-point-on-the-screen; how-css-draws-depth,minutephysics,How Perspective Shapes Reality,How perspective shapes reality (3 min),3.2,explainer,https://www.youtube.com/watch?v=lHaX9asEXIo,,817000,lHaX9asEXIo
B,companion,AI & machine learning,a-model-that-corrects-itself,3Blue1Brown,"Backpropagation, intuitively | Deep Learning Chapter 3","Backpropagation, intuitively",12.8,explainer,https://www.youtube.com/watch?v=Ilg3gGewQ5U,,6200000,Ilg3gGewQ5U
B,companion,AI & machine learning; Markov chains & language models,how-much-it-remembers,3Blue1Brown,"Transformers, the tech behind LLMs | Deep Learning Chapter 5",Transformers: what replaced n-grams,27.2,explainer,https://www.youtube.com/watch?v=wjZofJX0v4M,,11000000,wjZofJX0v4M
B,companion,AI & machine learning,a-model-that-corrects-itself,Algorithmic Simplicity,But what is a neural network REALLY?,What a neural network really is,11.3,explainer,https://www.youtube.com/watch?v=FBpPjjhJGhk,,95000,FBpPjjhJGhk
B,companion,AI & machine learning; Markov chains & language models,a-chain-reads-a-book,Answer in Progress,I taught an AI to make pasta,Teaching an AI to make pasta: generated recipes,19.9,investigation,https://www.youtube.com/watch?v=Y_NvR5dIaOY,,646000,Y_NvR5dIaOY
B,companion,AI & machine learning; logic,a-model-that-corrects-itself,Answer in Progress,i taught an AI to solve the trolley problem,Teaching an AI to solve the trolley problem,18.1,investigation,https://www.youtube.com/watch?v=181Nj060xMQ,,4100000,181Nj060xMQ
B,companion,AI & machine learning; programming practice,who-reads-a-page,Answer in Progress,why your resume gets auto-rejected,Why your CV gets auto-rejected: automated screening,23.2,investigation,https://www.youtube.com/watch?v=Kpm8rEywBDQ,,860000,Kpm8rEywBDQ
B,build seed,AI & machine learning; algorithms & complexity; games & puzzles,a-function-that-calls-itself,CrashCourse,AI Playing Games: Crash Course AI #12,"AI 12: AI playing games (search trees, minimax)",11.5,lesson series,https://www.youtube.com/watch?v=nw7zmdBLQ6U,,93000,nw7zmdBLQ6U
B,companion,AI & machine learning; statistics & data,kinds-of-data-and-honest-charts,CrashCourse,Algorithmic Bias and Fairness: Crash Course AI #18,AI 18: algorithmic bias and fairness,11.3,lesson series,https://www.youtube.com/watch?v=gV0_raKR2UQ,,254000,gV0_raKR2UQ
B,build seed,AI & machine learning; data files & databases; programming practice,project-ideas,CrashCourse,Let's make a movie recommendation system: Crash Course AI #16,AI 16 lab: build a movie recommendation system,14.7,lesson series,https://www.youtube.com/watch?v=iaIW3CO4rcY,,82000,iaIW3CO4rcY
B,companion,AI & machine learning,a-model-that-corrects-itself,CrashCourse,Machine Learning & Artificial Intelligence: Crash Course Computer Science #34,Computer Science 34: machine learning and AI,11.8,lesson series,https://www.youtube.com/watch?v=z-EtmaFJieY,,1000000,z-EtmaFJieY
B,companion,AI & machine learning; Markov chains & language models,how-much-it-remembers,CrashCourse,Natural Language Processing: Crash Course AI #7,AI 7: natural language processing,13.5,lesson series,https://www.youtube.com/watch?v=oi0JXuL19TA,,178000,oi0JXuL19TA
B,companion,AI & machine learning; Markov chains & language models,how-much-it-remembers,CrashCourse,Natural Language Processing: Crash Course Computer Science #36,Computer Science 36: natural language processing,11.8,lesson series,https://www.youtube.com/watch?v=fOvTtapxa9c,,534000,fOvTtapxa9c
B,companion,AI & machine learning,a-model-that-corrects-itself,CrashCourse,Neural Networks and Deep Learning: Crash Course AI #3,AI 3: neural networks and deep learning,12.4,lesson series,https://www.youtube.com/watch?v=oV3ZY6tJiA0,,412000,oV3ZY6tJiA0
B,companion,AI & machine learning; calculus,a-model-that-corrects-itself,CrashCourse,Training Neural Networks: Crash Course AI #4,AI 4: training neural networks,12.5,lesson series,https://www.youtube.com/watch?v=lgKrup5oi_A,,233000,lgKrup5oi_A
B,companion,AI & machine learning,a-model-that-corrects-itself,CrashCourse,What Is Artificial Intelligence? Crash Course AI #1,AI 1: what is artificial intelligence?,11.8,lesson series,https://www.youtube.com/watch?v=a0_lo_GDcFw,,944000,a0_lo_GDcFw
B,companion,AI & machine learning; matrices & vectors; calculus,a-model-that-corrects-itself,Ellie Sleightholm,The Mathematics in Machine Learning,The mathematics in machine learning,13.5,explainer,https://www.youtube.com/watch?v=GbPNRDvpQ6E,,13000,GbPNRDvpQ6E
B,companion,AI & machine learning; games & puzzles; history,a-model-that-corrects-itself,Google DeepMind,AlphaGo - The Movie | Full award-winning documentary,AlphaGo: the full documentary,90.5,lecture / documentary,https://www.youtube.com/watch?v=WXuK6gekU1Y,,,WXuK6gekU1Y
B,companion,AI & machine learning; Markov chains & language models,how-much-it-remembers,Looking Glass Universe,I built a GPT model in 10 hours,Building a GPT model in 10 hours,7.0,explainer,https://www.youtube.com/watch?v=9VSXGk1sJTo,,89000,9VSXGk1sJTo
B,companion,AI & machine learning,a-model-that-corrects-itself,Robert Miles AI Safety,"Intro to AI Safety, Remastered","Intro to AI safety, remastered",18.1,explainer,https://www.youtube.com/watch?v=pYXy-A4siMw,,205000,pYXy-A4siMw
B,companion,AI & machine learning,a-model-that-corrects-itself,Sebastian Lague,I Tried Coding a Neural Network to Identify Doodles,Coding a neural network to recognise doodles,54.9,coding project,https://www.youtube.com/watch?v=hfMk-kjRv4c,,2200000,hfMk-kjRv4c
B,companion,AI & machine learning; statistics & data,a-model-that-corrects-itself,Spanning Tree,"Mathematical Origins of Machine Learning | Teaching Computers to Learn, Part 2",Mathematical origins of machine learning,11.4,explainer,https://www.youtube.com/watch?v=_GkNhKqsgVQ,,24000,_GkNhKqsgVQ
B,companion,AI & machine learning,a-model-that-corrects-itself,Spanning Tree,"Teaching Computers to Learn, Part 1","Teaching computers to learn, part 1",9.1,explainer,https://www.youtube.com/watch?v=HzLom8rk2zo,,30000,HzLom8rk2zo
B,companion,AI & machine learning; games & puzzles; logic,a-model-that-corrects-itself,Steve Mould,I played tic-tac-toe against DNA,Playing noughts and crosses against DNA,18.7,explainer,https://www.youtube.com/watch?v=GgPdRKqcRTE,,667000,GgPdRKqcRTE
B,companion,AI & machine learning; maths in society,who-reads-a-page,Technology Connections,Algorithms are breaking how we think,Algorithms are breaking how we think: recommendation feeds,37.9,explainer,https://www.youtube.com/watch?v=QEJpZjg8GuA,,2900000,QEJpZjg8GuA
B,companion,AI & machine learning,a-model-that-corrects-itself,Up and Atom,Machine Learning Explained in 5 Minutes,Machine learning explained in five minutes,5.2,explainer,https://www.youtube.com/watch?v=3bJ7RChxMWQ,,125000,3bJ7RChxMWQ
B,companion,AI & machine learning,a-model-that-corrects-itself,Welch Labs,Learning To See [Part 1: Introduction],"Learning to see, part 1: machine learning from rules",6.3,explainer,https://www.youtube.com/watch?v=i8D90DkCLhI,,292000,i8D90DkCLhI
B,companion,AI & machine learning; statistics & data,a-model-that-corrects-itself,Welch Labs,"Neural Networks Demystified [Part 7: Overfitting, Testing, and Regularization]","Neural networks demystified, part 7: overfitting and testing",5.9,explainer,https://www.youtube.com/watch?v=S4ZUwgesjS8,,154000,S4ZUwgesjS8
B,companion,AI & machine learning; calculus,a-model-that-corrects-itself; rules-for-change,Welch Labs,"The F=ma of Artificial Intelligence [Backpropagation, How Models Learn Part 2]",How models learn part 2: backpropagation,30.5,explainer,https://www.youtube.com/watch?v=VkHfRKewkWw,,253000,VkHfRKewkWw
B,companion,AI & machine learning,a-model-that-corrects-itself,Welch Labs,The Misconception that Almost Stopped AI [How Models Learn Part 1],How models learn part 1: the misconception that almost stopped AI,22.9,explainer,https://www.youtube.com/watch?v=NrO20Jb-hy0,,672000,NrO20Jb-hy0
B,build seed,AI & machine learning; simulation; probability,a-model-that-corrects-itself,argonaut,What are Genetic Algorithms?,What are genetic algorithms?,12.2,coding project,https://www.youtube.com/watch?v=XP2sFzp2Rig,,112000,XP2sFzp2Rig
B,companion,Monte Carlo; probability,counting-darts,Stand-up Maths,Using an Out-of-Control Car to Calculate π.,Calculating pi with an out-of-control car (random walk on a grid),17.4,explainer,https://www.youtube.com/watch?v=_ZbUyS2IRMo,,296000,_ZbUyS2IRMo
B,build seed,algebra & equations; simulation,parabolas,AlphaPhoenix,Cannon Parabolas,Cannon parabolas (5 min),5.1,explainer,https://www.youtube.com/watch?v=ZNFNdvU0mDc,,9300,ZNFNdvU0mDc
B,companion,algebra & equations,parabolas,Patrick J,Completing the Square and Vertex Form of Quadratic Equations,Worked example: completing the square and vertex form,17.6,worked example,https://www.youtube.com/watch?v=c7A45ppPlXk,,349000,c7A45ppPlXk
B,companion,algebra & equations,straight-lines,Patrick J,Finding the Slope of a Line,Worked example: finding the slope of a line,6.7,worked example,https://www.youtube.com/watch?v=O8fo4H_185g,,159000,O8fo4H_185g
B,companion,algebra & equations,parabolas; solving-for-x,Patrick J,❖ Completing the Square - Solving Quadratic Equations ❖,Worked example: completing the square to solve a quadratic,4.6,worked example,https://www.youtube.com/watch?v=xGOQYTo9AKY,,4500000,xGOQYTo9AKY
B,companion,algebra & equations; numerical methods,drawing-functions; expressions-come-alive,Stand-up Maths,Beware the Runge Spikes!,Runge spikes: when fitting a polynomial goes wild,17.1,explainer,https://www.youtube.com/watch?v=F_43oTnTXiw,,559000,F_43oTnTXiw
B,companion,algebra & equations; numbers,doing-it-again,This Place,The Easy Way to Add Up a Sequence,The easy way to add up a sequence,5.7,explainer,https://www.youtube.com/watch?v=FOLG2Of5WLI,,50000,FOLG2Of5WLI
B,build seed,algorithms & complexity; games & puzzles,project-ideas,2swap,I Solved Connect 4,I solved Connect 4,18.9,explainer,https://www.youtube.com/watch?v=KaljD3Q3ct0,,1500000,KaljD3Q3ct0
B,companion,algorithms & complexity; cryptography,finding-things-fast,Polylog,The trick that solves Rubik’s Cubes and breaks ciphers,Meet in the middle: solving Rubik's cubes and breaking ciphers,14.3,explainer,https://www.youtube.com/watch?v=wL3uWO-KLUE,,2800000,wL3uWO-KLUE
B,companion,algorithms & complexity; logic,mixed-algorithms-that-scale,Polylog,What P vs NP is actually about,What P vs NP is about,18.0,explainer,https://www.youtube.com/watch?v=6OPsH8PK7xM,,244000,6OPsH8PK7xM
B,background,algorithms & complexity; logic,,PurpleMind,Computer Science's Biggest Mystery,P vs NP: computer science's biggest mystery,22.5,explainer,https://www.youtube.com/watch?v=rz1INSahE68,,255000,rz1INSahE68
B,companion,algorithms & complexity; recursion & fractals,racing-the-sorts; a-function-that-calls-itself,PurpleMind,The Genius Way Computers Multiply Big Numbers,Karatsuba: how computers multiply big numbers,22.1,explainer,https://www.youtube.com/watch?v=AMl6EJHfUWo,,590000,AMl6EJHfUWo
B,companion,algorithms & complexity; logic,mixed-algorithms-that-scale,Quanta Magazine,Biggest Puzzle in Computer Science: P vs. NP,The biggest puzzle in computer science: P vs NP,19.7,explainer,https://www.youtube.com/watch?v=pQsdygaYcE4,,1400000,pQsdygaYcE4
B,build seed,algorithms & complexity; games & puzzles,,Sebastian Lague,Coding Adventure: Making a Better Chess Bot,Making a better chess bot,61.0,coding project,https://www.youtube.com/watch?v=_vqlIPDR2TU,https://nebula.tv/videos/sebastianlague-coding-adventure-making-a-better-chess-bot/,1300000,_vqlIPDR2TU
B,companion,algorithms & complexity,putting-things-in-order,Spanning Tree,What Is a Binary Heap?,What is a binary heap?,8.8,explainer,https://www.youtube.com/watch?v=AE5I0xACpZs,,285000,AE5I0xACpZs
B,companion,algorithms & complexity; sets; programming practice,collections-without-repeats,Stand-up Maths,Can you find: five five-letter words with twenty-five unique letters?,Five five-letter words with 25 unique letters: brute force vs clever,19.8,explainer,https://www.youtube.com/watch?v=_-AfhLQfb6w,,475000,_-AfhLQfb6w
B,companion,algorithms & complexity; logic,mixed-algorithms-that-scale,Up and Atom,"NP-COMPLETENESS, a conceptual understanding","NP-completeness, conceptually",33.0,explainer,https://www.youtube.com/watch?v=ctwX--JEzSA,,514000,ctwX--JEzSA
B,companion,algorithms & complexity,mixed-algorithms-that-scale,Up and Atom,P vs. NP - The Biggest Unsolved Problem in Computer Science,P vs NP,15.6,explainer,https://www.youtube.com/watch?v=EHp4FPyajKQ,https://nebula.tv/videos/up-and-atom-yt-p-vs-np-the-biggest-unsolved-problem-in-computer-science/,1000000,EHp4FPyajKQ
B,companion,binary & number representation; numerical methods,how-a-computer-stores-a-number,Ellie Sleightholm,Should You Trust Your Calculator?,Should you trust your calculator? (3 min),3.6,explainer,https://www.youtube.com/watch?v=bRuuNycw3QM,,5800,bRuuNycw3QM
